,user,state,action,follow_up_state,Recency,Frequency,Monetary
1561,FVKEW,130,call,50,20,9,7
1562,FVKEW,130,call,50,9,3,7
1563,FVKEW,130,call,100,9,9,2
1564,DNCIG,130,call,100,9,9,2
1565,FVEVB,130,call,130,9,9,5
1566,FVNIW,150,call,50,1,3,2
1567,FVKEW,150,call,100,9,3,2
1568,DJFVD,150,call,100,9,3,2
1569,DJFVD,150,call,130,1,9,7
1570,DJFVD,150,call,130,1,3,2
1571,DNCIG,150,call,130,20,16,2
1572,DJFVD,170,call,150,1,16,7
1573,FVNIW,170,call,150,9,16,2
1574,FVEVB,170,call,150,20,16,5
1575,DJFVD,170,call,150,9,3,7
1576,DJFVD,170,call,130,20,3,7
1577,FVEVB,170,call,100,9,3,7
1578,FVKEW,200,call,170,1,16,2
1579,FVEVB,200,call,170,9,16,5
1580,DNCIG,200,call,170,20,3,7
1581,DNCIG,200,call,150,9,16,5
1582,FVEVB,200,call,150,1,3,2
1583,FVKEW,200,call,150,9,9,5
1584,FVKEW,50,email,50,1,3,2
1585,FVKEW,50,email,100,20,16,5
1586,DJFVD,50,email,100,20,16,2
1587,FVNIW,50,email,100,9,3,2
1588,FVEVB,50,email,100,1,16,2
1589,FVNIW,50,email,130,20,3,2
1590,FVKEW,100,email,50,20,9,7
1591,DNCIG,100,email,50,1,3,2
1592,DNCIG,100,email,100,1,3,5
1593,FVNIW,100,email,100,20,16,5
1594,FVEVB,100,email,100,20,16,7
1595,FVNIW,100,email,130,1,3,5
1596,DJFVD,130,email,130,9,9,2
1597,FVKEW,130,email,130,20,3,7
1598,FVKEW,130,email,130,20,16,2
1599,FVNIW,130,email,130,9,9,5
1600,DJFVD,130,email,130,20,3,2
1601,DNCIG,130,email,130,20,9,2
1602,FVEVB,150,email,50,9,3,2
1603,FVEVB,150,email,130,20,9,2
1604,DNCIG,150,email,130,20,16,2
1605,FVKEW,150,email,130,1,9,2
1606,DJFVD,150,email,100,1,9,2
1607,FVNIW,150,email,130,1,9,5
1608,DJFVD,170,email,170,1,9,7
1609,DNCIG,170,email,170,9,9,5
1610,FVEVB,170,email,150,20,3,2
1611,FVNIW,170,email,150,9,3,7
1612,DNCIG,170,email,150,20,16,2
1613,FVKEW,170,email,150,20,9,7
1614,DNCIG,200,email,200,9,9,5
1615,DJFVD,200,email,170,1,3,2
1616,FVNIW,200,email,150,1,3,5
1617,FVEVB,200,email,150,20,9,2
1618,DNCIG,200,email,150,9,9,7
1619,FVEVB,200,email,150,9,3,7
1620,FVEVB,50,agent,100,20,16,7
1621,FVNIW,50,agent,130,20,9,7
1622,FVKEW,50,agent,130,1,16,7
1623,DJFVD,50,agent,150,20,3,5
1624,FVNIW,50,agent,150,9,9,7
1625,DNCIG,50,agent,170,9,9,5
1626,FVKEW,100,agent,130,9,16,5
1627,DJFVD,100,agent,130,1,16,2
1628,FVNIW,100,agent,150,9,16,2
1629,FVKEW,100,agent,150,20,9,2
1630,DNCIG,100,agent,150,20,16,2
1631,FVNIW,100,agent,170,1,3,2
1632,FVNIW,130,agent,130,20,9,5
1633,DNCIG,130,agent,130,9,16,2
1634,FVKEW,130,agent,150,9,9,5
1635,DJFVD,130,agent,150,20,16,2
1636,DNCIG,130,agent,150,20,9,2
1637,DJFVD,130,agent,170,20,9,2
1638,DJFVD,150,agent,150,20,3,7
1639,FVNIW,150,agent,150,1,9,2
1640,DNCIG,150,agent,150,9,16,2
1641,DJFVD,150,agent,170,9,9,5
1642,DNCIG,150,agent,170,1,9,2
1643,FVEVB,150,agent,130,20,3,2
1644,FVNIW,170,agent,150,1,16,5
1645,FVEVB,170,agent,170,1,9,5
1646,DJFVD,170,agent,200,9,3,7
1647,FVEVB,170,agent,200,20,9,7
1648,FVEVB,170,agent,200,9,3,7
1649,DJFVD,170,agent,130,20,3,5
1650,DNCIG,200,agent,200,20,3,5
1651,DNCIG,200,agent,200,20,16,5
1652,FVEVB,200,agent,200,1,9,7
1653,FVNIW,200,agent,170,9,16,5
1654,FVNIW,200,agent,170,9,3,2
1655,DNCIG,200,agent,170,20,16,5
1656,FVKEW,50,tv,50,9,16,7
1657,DJFVD,50,tv,50,20,9,2
1658,DJFVD,50,tv,100,20,16,5
1659,FVKEW,50,tv,100,20,3,5
1660,DNCIG,50,tv,130,1,16,7
1661,FVNIW,50,tv,150,9,3,2
1662,FVKEW,100,tv,100,9,3,5
1663,FVNIW,100,tv,100,1,3,2
1664,DNCIG,100,tv,100,1,9,5
1665,DJFVD,100,tv,130,20,3,5
1666,FVEVB,100,tv,130,1,3,2
1667,FVKEW,100,tv,170,20,3,7
1668,FVEVB,130,tv,130,9,16,7
1669,FVKEW,130,tv,130,1,9,7
1670,DJFVD,130,tv,130,9,9,5
1671,FVKEW,130,tv,150,20,9,2
1672,FVNIW,130,tv,150,9,16,7
1673,FVKEW,130,tv,150,20,16,5
1674,FVEVB,150,tv,150,20,9,5
1675,DNCIG,150,tv,150,20,9,2
1676,FVEVB,150,tv,150,9,16,2
1677,DNCIG,150,tv,150,1,9,7
1678,DJFVD,150,tv,170,1,16,7
1679,FVKEW,150,tv,130,1,16,5
1680,FVNIW,170,tv,170,1,16,5
1681,FVNIW,170,tv,170,20,3,7
1682,FVNIW,170,tv,200,20,3,2
1683,FVNIW,170,tv,150,20,9,2
1684,DJFVD,170,tv,200,9,3,7
1685,FVEVB,170,tv,170,9,3,2
1686,DJFVD,200,tv,200,20,3,5
1687,FVEVB,200,tv,200,20,3,5
1688,FVEVB,200,tv,150,20,9,2
1689,FVNIW,200,tv,170,1,9,5
1690,DNCIG,200,tv,200,1,3,7
1691,FVNIW,200,tv,170,9,16,2
1692,FVKEW,50,no contact,50,1,3,5
1693,FVEVB,50,no contact,50,1,3,2
1694,FVEVB,50,no contact,50,1,16,7
1695,FVNIW,50,no contact,50,9,9,2
1696,FVNIW,50,no contact,50,20,9,5
1697,DNCIG,50,no contact,50,1,3,2
1698,DJFVD,100,no contact,100,20,9,7
1699,FVEVB,100,no contact,50,1,9,5
1700,FVKEW,100,no contact,100,9,16,5
1701,DNCIG,100,no contact,50,1,9,2
1702,FVKEW,100,no contact,130,9,9,7
1703,FVEVB,100,no contact,130,9,3,7
1704,DNCIG,130,no contact,130,20,3,7
1705,FVNIW,130,no contact,150,9,3,2
1706,DNCIG,130,no contact,130,1,3,2
1707,DJFVD,130,no contact,150,1,9,5
1708,DNCIG,130,no contact,100,20,9,7
1709,DJFVD,130,no contact,100,1,9,5
1710,DJFVD,150,no contact,130,9,16,2
1711,DNCIG,150,no contact,130,9,9,2
1712,DJFVD,150,no contact,150,9,9,2
1713,FVEVB,150,no contact,150,20,9,2
1714,DNCIG,150,no contact,170,9,3,5
1715,FVEVB,150,no contact,100,20,3,2
1716,DNCIG,170,no contact,150,1,3,7
1717,FVEVB,170,no contact,170,1,3,7
1718,FVEVB,170,no contact,200,1,3,7
1719,DNCIG,170,no contact,200,1,16,7
1720,FVEVB,170,no contact,200,20,16,2
1721,DNCIG,170,no contact,200,1,9,7
1722,FVNIW,200,no contact,200,20,3,7
1723,FVNIW,200,no contact,200,1,9,7
1724,FVEVB,200,no contact,200,1,9,5
1725,FVNIW,200,no contact,170,20,16,5
1726,DNCIG,200,no contact,200,1,3,5
1727,DNCIG,200,no contact,170,1,9,2
1728,FVNIW,50,mail,50,1,3,2
1729,FVNIW,50,mail,50,20,9,7
1730,DJFVD,50,mail,100,1,16,7
1731,DJFVD,50,mail,130,20,3,2
1732,FVNIW,50,mail,130,1,16,7
1733,FVEVB,50,mail,150,20,16,7
1734,FVKEW,100,mail,100,1,9,2
1735,FVKEW,100,mail,100,20,9,2
1736,DJFVD,100,mail,100,1,16,7
1737,DJFVD,100,mail,130,1,9,7
1738,FVEVB,100,mail,130,9,3,5
1739,FVEVB,100,mail,150,9,3,5
1740,DJFVD,130,mail,50,9,9,2
1741,FVEVB,130,mail,50,9,9,7
1742,FVNIW,130,mail,100,1,3,7
1743,DJFVD,130,mail,130,1,3,7
1744,FVEVB,130,mail,130,1,16,5
1745,DNCIG,130,mail,150,1,9,2
1746,DJFVD,150,mail,50,20,9,5
1747,DJFVD,150,mail,100,1,16,5
1748,FVNIW,150,mail,100,9,9,2
1749,DJFVD,150,mail,130,20,9,7
1750,DNCIG,150,mail,130,1,3,7
1751,DNCIG,150,mail,130,20,9,7
1752,FVEVB,170,mail,200,9,16,7
1753,FVKEW,170,mail,200,20,3,7
1754,FVKEW,170,mail,170,1,3,2
1755,DNCIG,170,mail,170,9,16,2
1756,DJFVD,170,mail,170,1,9,7
1757,DNCIG,170,mail,170,20,9,7
1758,FVKEW,200,mail,200,9,16,7
1759,FVEVB,200,mail,200,1,9,2
1760,FVNIW,200,mail,200,1,9,5
1761,DJFVD,200,mail,200,1,3,7
1762,FVEVB,200,mail,200,9,3,7
1763,DJFVD,200,mail,200,1,16,7
1764,FVKEW,50,call,100,9,3,2
1765,DNCIG,50,call,100,20,3,2
1766,FVEVB,50,call,100,9,9,5
1767,FVKEW,50,call,100,1,9,5
1768,DNCIG,50,call,100,9,3,7
1769,FVEVB,50,call,130,20,9,5
1770,FVKEW,100,call,50,1,9,2
1771,DNCIG,100,call,50,1,3,7
1772,FVEVB,100,call,50,1,3,7
1773,FVKEW,100,call,50,20,3,7
1774,DNCIG,100,call,100,1,3,5
1775,FVEVB,100,call,130,9,16,7
1776,FVNIW,130,call,50,20,3,5
1777,FVKEW,130,call,50,20,9,7
1778,FVKEW,130,call,50,9,3,7
1779,FVKEW,130,call,100,9,9,2
1780,DNCIG,130,call,100,9,9,2
1781,FVEVB,130,call,130,9,9,5
1782,FVNIW,150,call,50,1,3,2
1783,FVKEW,150,call,100,9,3,2
1784,DJFVD,150,call,100,9,3,2
1785,DJFVD,150,call,130,1,9,7
1786,DJFVD,150,call,130,1,3,2
1787,DNCIG,150,call,130,20,16,2
1788,DJFVD,170,call,150,1,16,7
1789,FVNIW,170,call,150,9,16,2
1790,FVEVB,170,call,150,20,16,5
1791,DJFVD,170,call,150,9,3,7
1792,DJFVD,170,call,130,20,3,7
1793,FVEVB,170,call,100,9,3,7
1794,FVKEW,200,call,170,1,16,2
1795,FVEVB,200,call,170,9,16,5
1796,DNCIG,200,call,170,20,3,7
1797,DNCIG,200,call,150,9,16,5
1798,FVEVB,200,call,150,1,3,2
1799,FVKEW,200,call,150,9,9,5
1800,FVKEW,50,email,50,1,3,2
1801,FVKEW,50,email,100,20,16,5
1802,DJFVD,50,email,100,20,16,2
1803,FVNIW,50,email,100,9,3,2
1804,FVEVB,50,email,100,1,16,2
1805,FVNIW,50,email,130,20,3,2
1806,FVKEW,100,email,50,20,9,7
1807,DNCIG,100,email,50,1,3,2
1808,DNCIG,100,email,100,1,3,5
1809,FVNIW,100,email,100,20,16,5
1810,FVEVB,100,email,100,20,16,7
1811,FVNIW,100,email,130,1,3,5
1812,DJFVD,130,email,130,9,9,2
1813,FVKEW,130,email,130,20,3,7
1814,FVKEW,130,email,130,20,16,2
1815,FVNIW,130,email,130,9,9,5
1816,DJFVD,130,email,130,20,3,2
1817,DNCIG,130,email,130,20,9,2
1818,FVEVB,150,email,50,9,3,2
1819,FVEVB,150,email,130,20,9,2
1820,DNCIG,150,email,130,20,16,2
1821,FVKEW,150,email,130,1,9,2
1822,DJFVD,150,email,100,1,9,2
1823,FVNIW,150,email,130,1,9,5
1824,DJFVD,170,email,170,1,9,7
1825,DNCIG,170,email,170,9,9,5
1826,FVEVB,170,email,150,20,3,2
1827,FVNIW,170,email,150,9,3,7
1828,DNCIG,170,email,150,20,16,2
1829,FVKEW,170,email,150,20,9,7
1830,DNCIG,200,email,200,9,9,5
1831,DJFVD,200,email,170,1,3,2
1832,FVNIW,200,email,150,1,3,5
1833,FVEVB,200,email,150,20,9,2
1834,DNCIG,200,email,150,9,9,7
1835,FVEVB,200,email,150,9,3,7
1836,FVEVB,50,agent,100,20,16,7
1837,FVNIW,50,agent,130,20,9,7
1838,FVKEW,50,agent,130,1,16,7
1839,DJFVD,50,agent,150,20,3,5
1840,FVNIW,50,agent,150,9,9,7
1841,DNCIG,50,agent,170,9,9,5
1842,FVKEW,100,agent,130,9,16,5
1843,DJFVD,100,agent,130,1,16,2
1844,FVNIW,100,agent,150,9,16,2
1845,FVKEW,100,agent,150,20,9,2
1846,DNCIG,100,agent,150,20,16,2
1847,FVNIW,100,agent,170,1,3,2
1848,FVNIW,130,agent,130,20,9,5
1849,DNCIG,130,agent,130,9,16,2
1850,FVKEW,130,agent,150,9,9,5
1851,DJFVD,130,agent,150,20,16,2
1852,DNCIG,130,agent,150,20,9,2
1853,DJFVD,130,agent,170,20,9,2
1854,DJFVD,150,agent,150,20,3,7
1855,FVNIW,150,agent,150,1,9,2
1856,DNCIG,150,agent,150,9,16,2
1857,DJFVD,150,agent,170,9,9,5
1858,DNCIG,150,agent,170,1,9,2
1859,FVEVB,150,agent,130,20,3,2
1860,FVNIW,170,agent,150,1,16,5
1861,FVEVB,170,agent,170,1,9,5
1862,DJFVD,170,agent,200,9,3,7
1863,FVEVB,170,agent,200,20,9,7
1864,FVEVB,170,agent,200,9,3,7
1865,DJFVD,170,agent,130,20,3,5
1866,DNCIG,200,agent,200,20,3,5
1867,DNCIG,200,agent,200,20,16,5
1868,FVEVB,200,agent,200,1,9,7
1869,FVNIW,200,agent,170,9,16,5
1870,FVNIW,200,agent,170,9,3,2
1871,DNCIG,200,agent,170,20,16,5
1872,FVKEW,50,tv,50,9,16,7
1873,DJFVD,50,tv,50,20,9,2
1874,DJFVD,50,tv,100,20,16,5
1875,FVKEW,50,tv,100,20,3,5
1876,DNCIG,50,tv,130,1,16,7
1877,FVNIW,50,tv,150,9,3,2
1878,FVKEW,100,tv,100,9,3,5
1879,FVNIW,100,tv,100,1,3,2
1880,DNCIG,100,tv,100,1,9,5
1881,DJFVD,100,tv,130,20,3,5
1882,FVEVB,100,tv,130,1,3,2
1883,FVKEW,100,tv,170,20,3,7
1884,FVEVB,130,tv,130,9,16,7
1885,FVKEW,130,tv,130,1,9,7
1886,DJFVD,130,tv,130,9,9,5
1887,FVKEW,130,tv,150,20,9,2
1888,FVNIW,130,tv,150,9,16,7
1889,FVKEW,130,tv,150,20,16,5
1890,FVEVB,150,tv,150,20,9,5
1891,DNCIG,150,tv,150,20,9,2
1892,FVEVB,150,tv,150,9,16,2
1893,DNCIG,150,tv,150,1,9,7
1894,DJFVD,150,tv,170,1,16,7
1895,FVKEW,150,tv,130,1,16,5
1896,FVNIW,170,tv,170,1,16,5
1897,FVNIW,170,tv,170,20,3,7
1898,FVNIW,170,tv,200,20,3,2
1899,FVNIW,170,tv,150,20,9,2
1900,DJFVD,170,tv,200,9,3,7
1901,FVEVB,170,tv,170,9,3,2
1902,DJFVD,200,tv,200,20,3,5
1903,FVEVB,200,tv,200,20,3,5
1904,FVEVB,200,tv,150,20,9,2
1905,FVNIW,200,tv,170,1,9,5
1906,DNCIG,200,tv,200,1,3,7
1907,FVNIW,200,tv,170,9,16,2
1908,FVKEW,50,no contact,50,1,3,5
1909,FVEVB,50,no contact,50,1,3,2
1910,FVEVB,50,no contact,50,1,16,7
1911,FVNIW,50,no contact,50,9,9,2
1912,FVNIW,50,no contact,50,20,9,5
1913,DNCIG,50,no contact,50,1,3,2
1914,DJFVD,100,no contact,100,20,9,7
1915,FVEVB,100,no contact,50,1,9,5
1916,FVKEW,100,no contact,100,9,16,5
1917,DNCIG,100,no contact,50,1,9,2
1918,FVKEW,100,no contact,130,9,9,7
1919,FVEVB,100,no contact,130,9,3,7
1920,DNCIG,130,no contact,130,20,3,7
1921,FVNIW,130,no contact,150,9,3,2
1922,DNCIG,130,no contact,130,1,3,2
1923,DJFVD,130,no contact,150,1,9,5
1924,DNCIG,130,no contact,100,20,9,7
1925,DJFVD,130,no contact,100,1,9,5
1926,DJFVD,150,no contact,130,9,16,2
1927,DNCIG,150,no contact,130,9,9,2
1928,DJFVD,150,no contact,150,9,9,2
1929,FVEVB,150,no contact,150,20,9,2
1930,DNCIG,150,no contact,170,9,3,5
1931,FVEVB,150,no contact,100,20,3,2
1932,DNCIG,170,no contact,150,1,3,7
1933,FVEVB,170,no contact,170,1,3,7
1934,FVEVB,170,no contact,200,1,3,7
1935,DNCIG,170,no contact,200,1,16,7
1936,FVEVB,170,no contact,200,20,16,2
1937,DNCIG,170,no contact,200,1,9,7
1938,FVNIW,200,no contact,200,20,3,7
1939,FVNIW,200,no contact,200,1,9,7
1940,FVEVB,200,no contact,200,1,9,5
1941,FVNIW,200,no contact,170,20,16,5
1942,DNCIG,200,no contact,200,1,3,5
1943,DNCIG,200,no contact,170,1,9,2
1944,FVNIW,50,mail,50,1,3,2
1945,FVNIW,50,mail,50,20,9,7
1946,DJFVD,50,mail,100,1,16,7
1947,DJFVD,50,mail,130,20,3,2
1948,FVNIW,50,mail,130,1,16,7
1949,FVEVB,50,mail,150,20,16,7
1950,FVKEW,100,mail,100,1,9,2
1951,FVKEW,100,mail,100,20,9,2
1952,DJFVD,100,mail,100,1,16,7
1953,DJFVD,100,mail,130,1,9,7
1954,FVEVB,100,mail,130,9,3,5
1955,FVEVB,100,mail,150,9,3,5
1956,DJFVD,130,mail,50,9,9,2
1957,FVEVB,130,mail,50,9,9,7
1958,FVNIW,130,mail,100,1,3,7
1959,DJFVD,130,mail,130,1,3,7
1960,FVEVB,130,mail,130,1,16,5
1961,DNCIG,130,mail,150,1,9,2
1962,DJFVD,150,mail,50,20,9,5
1963,DJFVD,150,mail,100,1,16,5
1964,FVNIW,150,mail,100,9,9,2
1965,DJFVD,150,mail,130,20,9,7
1966,DNCIG,150,mail,130,1,3,7
1967,DNCIG,150,mail,130,20,9,7
1968,FVEVB,170,mail,200,9,16,7
1969,FVKEW,170,mail,200,20,3,7
1970,FVKEW,170,mail,170,1,3,2
1971,DNCIG,170,mail,170,9,16,2
1972,DJFVD,170,mail,170,1,9,7
1973,DNCIG,170,mail,170,20,9,7
1974,FVKEW,200,mail,200,9,16,7
1975,FVEVB,200,mail,200,1,9,2
1976,FVNIW,200,mail,200,1,9,5
1977,DJFVD,200,mail,200,1,3,7
1978,FVEVB,200,mail,200,9,3,7
1979,DJFVD,200,mail,200,1,16,7
1980,FVKEW,50,call,100,9,3,2
1981,DNCIG,50,call,100,20,3,2
1982,FVEVB,50,call,100,9,9,5
1983,FVKEW,50,call,100,1,9,5
1984,DNCIG,50,call,100,9,3,7
1985,FVEVB,50,call,130,20,9,5
1986,FVKEW,100,call,50,1,9,2
1987,DNCIG,100,call,50,1,3,7
1988,FVEVB,100,call,50,1,3,7
1989,FVKEW,100,call,50,20,3,7
1990,DNCIG,100,call,100,1,3,5
1991,FVEVB,100,call,130,9,16,7
1992,FVNIW,130,call,50,20,3,5
1993,FVKEW,130,call,50,20,9,7
1994,FVKEW,130,call,50,9,3,7
1995,FVKEW,130,call,100,9,9,2
1996,DNCIG,130,call,100,9,9,2
1997,FVEVB,130,call,130,9,9,5
1998,FVNIW,150,call,50,1,3,2
1999,FVKEW,150,call,100,9,3,2
2000,DJFVD,150,call,100,9,3,2
2001,DJFVD,150,call,130,1,9,7
2002,DJFVD,150,call,130,1,3,2
2003,DNCIG,150,call,130,20,16,2
2004,DJFVD,170,call,150,1,16,7
2005,FVNIW,170,call,150,9,16,2
2006,FVEVB,170,call,150,20,16,5
2007,DJFVD,170,call,150,9,3,7
2008,DJFVD,170,call,130,20,3,7
2009,FVEVB,170,call,100,9,3,7
2010,FVKEW,200,call,170,1,16,2
2011,FVEVB,200,call,170,9,16,5
2012,DNCIG,200,call,170,20,3,7
2013,DNCIG,200,call,150,9,16,5
2014,FVEVB,200,call,150,1,3,2
2015,FVKEW,200,call,150,9,9,5
2016,FVKEW,50,email,50,1,3,2
2017,FVKEW,50,email,100,20,16,5
2018,DJFVD,50,email,100,20,16,2
2019,FVNIW,50,email,100,9,3,2
2020,FVEVB,50,email,100,1,16,2
2021,FVNIW,50,email,130,20,3,2
2022,FVKEW,100,email,50,20,9,7
2023,DNCIG,100,email,50,1,3,2
2024,DNCIG,100,email,100,1,3,5
2025,FVNIW,100,email,100,20,16,5
2026,FVEVB,100,email,100,20,16,7
2027,FVNIW,100,email,130,1,3,5
2028,DJFVD,130,email,130,9,9,2
2029,FVKEW,130,email,130,20,3,7
2030,FVKEW,130,email,130,20,16,2
2031,FVNIW,130,email,130,9,9,5
2032,DJFVD,130,email,130,20,3,2
2033,DNCIG,130,email,130,20,9,2
2034,FVEVB,150,email,50,9,3,2
2035,FVEVB,150,email,130,20,9,2
2036,DNCIG,150,email,130,20,16,2
2037,FVKEW,150,email,130,1,9,2
2038,DJFVD,150,email,100,1,9,2
2039,FVNIW,150,email,130,1,9,5
2040,DJFVD,170,email,170,1,9,7
2041,DNCIG,170,email,170,9,9,5
2042,FVEVB,170,email,150,20,3,2
2043,FVNIW,170,email,150,9,3,7
2044,DNCIG,170,email,150,20,16,2
2045,FVKEW,170,email,150,20,9,7
2046,DNCIG,200,email,200,9,9,5
2047,DJFVD,200,email,170,1,3,2
2048,FVNIW,200,email,150,1,3,5
2049,FVEVB,200,email,150,20,9,2
2050,DNCIG,200,email,150,9,9,7
2051,FVEVB,200,email,150,9,3,7
2052,FVEVB,50,agent,100,20,16,7
2053,FVNIW,50,agent,130,20,9,7
2054,FVKEW,50,agent,130,1,16,7
2055,DJFVD,50,agent,150,20,3,5
2056,FVNIW,50,agent,150,9,9,7
2057,DNCIG,50,agent,170,9,9,5
2058,FVKEW,100,agent,130,9,16,5
2059,DJFVD,100,agent,130,1,16,2
2060,FVNIW,100,agent,150,9,16,2
2061,FVKEW,100,agent,150,20,9,2
2062,DNCIG,100,agent,150,20,16,2
2063,FVNIW,100,agent,170,1,3,2
2064,FVNIW,130,agent,130,20,9,5
2065,DNCIG,130,agent,130,9,16,2
2066,FVKEW,130,agent,150,9,9,5
2067,DJFVD,130,agent,150,20,16,2
2068,DNCIG,130,agent,150,20,9,2
2069,DJFVD,130,agent,170,20,9,2
2070,DJFVD,150,agent,150,20,3,7
2071,FVNIW,150,agent,150,1,9,2
2072,DNCIG,150,agent,150,9,16,2
2073,DJFVD,150,agent,170,9,9,5
2074,DNCIG,150,agent,170,1,9,2
2075,FVEVB,150,agent,130,20,3,2
2076,FVNIW,170,agent,150,1,16,5
2077,FVEVB,170,agent,170,1,9,5
2078,DJFVD,170,agent,200,9,3,7
2079,FVEVB,170,agent,200,20,9,7
2080,FVEVB,170,agent,200,9,3,7
2081,DJFVD,170,agent,130,20,3,5
2082,DNCIG,200,agent,200,20,3,5
2083,DNCIG,200,agent,200,20,16,5
2084,FVEVB,200,agent,200,1,9,7
2085,FVNIW,200,agent,170,9,16,5
2086,FVNIW,200,agent,170,9,3,2
2087,DNCIG,200,agent,170,20,16,5
2088,FVKEW,50,tv,50,9,16,7
2089,DJFVD,50,tv,50,20,9,2
2090,DJFVD,50,tv,100,20,16,5
2091,FVKEW,50,tv,100,20,3,5
2092,DNCIG,50,tv,130,1,16,7
2093,FVNIW,50,tv,150,9,3,2
2094,FVKEW,100,tv,100,9,3,5
2095,FVNIW,100,tv,100,1,3,2
2096,DNCIG,100,tv,100,1,9,5
2097,DJFVD,100,tv,130,20,3,5
2098,FVEVB,100,tv,130,1,3,2
2099,FVKEW,100,tv,170,20,3,7
2100,FVEVB,130,tv,130,9,16,7
2101,FVKEW,130,tv,130,1,9,7
2102,DJFVD,130,tv,130,9,9,5
2103,FVKEW,130,tv,150,20,9,2
2104,FVNIW,130,tv,150,9,16,7
2105,FVKEW,130,tv,150,20,16,5
2106,FVEVB,150,tv,150,20,9,5
2107,DNCIG,150,tv,150,20,9,2
2108,FVEVB,150,tv,150,9,16,2
2109,DNCIG,150,tv,150,1,9,7
2110,DJFVD,150,tv,170,1,16,7
2111,FVKEW,150,tv,130,1,16,5
2112,FVNIW,170,tv,170,1,16,5
2113,FVNIW,170,tv,170,20,3,7
2114,FVNIW,170,tv,200,20,3,2
2115,FVNIW,170,tv,150,20,9,2
2116,DJFVD,170,tv,200,9,3,7
2117,FVEVB,170,tv,170,9,3,2
2118,DJFVD,200,tv,200,20,3,5
2119,FVEVB,200,tv,200,20,3,5
2120,FVEVB,200,tv,150,20,9,2
2121,FVNIW,200,tv,170,1,9,5
2122,DNCIG,200,tv,200,1,3,7
2123,FVNIW,200,tv,170,9,16,2
2124,FVKEW,50,no contact,50,1,3,5
2125,FVEVB,50,no contact,50,1,3,2
2126,FVEVB,50,no contact,50,1,16,7
2127,FVNIW,50,no contact,50,9,9,2
2128,FVNIW,50,no contact,50,20,9,5
2129,DNCIG,50,no contact,50,1,3,2
2130,DJFVD,100,no contact,100,20,9,7
2131,FVEVB,100,no contact,50,1,9,5
2132,FVKEW,100,no contact,100,9,16,5
2133,DNCIG,100,no contact,50,1,9,2
2134,FVKEW,100,no contact,130,9,9,7
2135,FVEVB,100,no contact,130,9,3,7
2136,DNCIG,130,no contact,130,20,3,7
2137,FVNIW,130,no contact,150,9,3,2
2138,DNCIG,130,no contact,130,1,3,2
2139,DJFVD,130,no contact,150,1,9,5
2140,DNCIG,130,no contact,100,20,9,7
2141,DJFVD,130,no contact,100,1,9,5
2142,DJFVD,150,no contact,130,9,16,2
2143,DNCIG,150,no contact,130,9,9,2
2144,DJFVD,150,no contact,150,9,9,2
2145,FVEVB,150,no contact,150,20,9,2
2146,DNCIG,150,no contact,170,9,3,5
2147,FVEVB,150,no contact,100,20,3,2
2148,DNCIG,170,no contact,150,1,3,7
2149,FVEVB,170,no contact,170,1,3,7
2150,FVEVB,170,no contact,200,1,3,7
2151,DNCIG,170,no contact,200,1,16,7
2152,FVEVB,170,no contact,200,20,16,2
2153,DNCIG,170,no contact,200,1,9,7
2154,FVNIW,200,no contact,200,20,3,7
2155,FVNIW,200,no contact,200,1,9,7
2156,FVEVB,200,no contact,200,1,9,5
2157,FVNIW,200,no contact,170,20,16,5
2158,DNCIG,200,no contact,200,1,3,5
2159,DNCIG,200,no contact,170,1,9,2
2160,FVNIW,50,mail,50,1,3,2
2161,FVNIW,50,mail,50,20,9,7
2162,DJFVD,50,mail,100,1,16,7
2163,DJFVD,50,mail,130,20,3,2
2164,FVNIW,50,mail,130,1,16,7
2165,FVEVB,50,mail,150,20,16,7
2166,FVKEW,100,mail,100,1,9,2
2167,FVKEW,100,mail,100,20,9,2
2168,DJFVD,100,mail,100,1,16,7
2169,DJFVD,100,mail,130,1,9,7
2170,FVEVB,100,mail,130,9,3,5
2171,FVEVB,100,mail,150,9,3,5
2172,DJFVD,130,mail,50,9,9,2
2173,FVEVB,130,mail,50,9,9,7
2174,FVNIW,130,mail,100,1,3,7
2175,DJFVD,130,mail,130,1,3,7
2176,FVEVB,130,mail,130,1,16,5
2177,DNCIG,130,mail,150,1,9,2
2178,DJFVD,150,mail,50,20,9,5
2179,DJFVD,150,mail,100,1,16,5
2180,FVNIW,150,mail,100,9,9,2
2181,DJFVD,150,mail,130,20,9,7
2182,DNCIG,150,mail,130,1,3,7
2183,DNCIG,150,mail,130,20,9,7
2184,FVEVB,170,mail,200,9,16,7
2185,FVKEW,170,mail,200,20,3,7
2186,FVKEW,170,mail,170,1,3,2
2187,DNCIG,170,mail,170,9,16,2
2188,DJFVD,170,mail,170,1,9,7
2189,DNCIG,170,mail,170,20,9,7
2190,FVKEW,200,mail,200,9,16,7
2191,FVEVB,200,mail,200,1,9,2
2192,FVNIW,200,mail,200,1,9,5
2193,DJFVD,200,mail,200,1,3,7
2194,FVEVB,200,mail,200,9,3,7
2195,DJFVD,200,mail,200,1,16,7
2196,FVKEW,50,call,100,9,3,2
2197,DNCIG,50,call,100,20,3,2
2198,FVEVB,50,call,100,9,9,5
2199,FVKEW,50,call,100,1,9,5
